employee_id,employee_name,role_id,role_title,overall_score,band,skills_score,responsibilities_score,ambitions_score,dedication_score
1006,Adrián López,R-CRT-LEAD,Creative Director,0.78,READY,1.0,0.6,0.2,1.0
1006,Adrián López,R-STR-LEAD,Head of Strategy,0.255,FAR,0.25,0.0,0.2,1.0
1006,Adrián López,R-PM,Project Manager,0.225,FAR,0.25,0.0,0.0,1.0
1006,Adrián López,R-MTX-ARCH,Martech Architect,0.255,FAR,0.25,0.0,0.2,1.0
1006,Adrián López,R-CRM-ADMIN,CRM Admin (HubSpot),0.225,FAR,0.25,0.0,0.0,1.0
1006,Adrián López,R-DATA-ANL,Data Analyst,0.225,FAR,0.25,0.0,0.0,1.0
1006,Adrián López,R-DSN-SR,Senior Brand/UI Designer,0.2625,FAR,0.25,0.0,0.25,1.0
1006,Adrián López,R-PERF-SPEC,Performance Media Specialist,0.2875,FAR,0.25,0.25,0.0,1.0
1006,Adrián López,R-SEO-SEM,SEO/SEM Manager,0.225,FAR,0.25,0.0,0.0,1.0
1006,Adrián López,R-SMM,Social Media Strategist,0.225,FAR,0.25,0.0,0.0,1.0
1006,Adrián López,R-INF-MGR,Influency Manager,0.35,FAR,0.25,0.5,0.0,1.0
1006,Adrián López,R-STR-SR,Senior Strategy Consultant,0.35,FAR,0.25,0.5,0.0,1.0
1007,Nerea Vidal,R-DSN-SR,Senior Brand/UI Designer,0.475,NEAR,0.25,1.0,0.0,1.0
1007,Nerea Vidal,R-STR-LEAD,Head of Strategy,0.255,FAR,0.25,0.0,0.2,1.0
1007,Nerea Vidal,R-PM,Project Manager,0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-MTX-ARCH,Martech Architect,0.255,FAR,0.25,0.0,0.2,1.0
1007,Nerea Vidal,R-CRM-ADMIN,CRM Admin (HubSpot),0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-DATA-ANL,Data Analyst,0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-CRT-LEAD,Creative Director,0.38,FAR,0.5,0.0,0.2,1.0
1007,Nerea Vidal,R-PERF-SPEC,Performance Media Specialist,0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-SEO-SEM,SEO/SEM Manager,0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-SMM,Social Media Strategist,0.225,FAR,0.25,0.0,0.0,1.0
1007,Nerea Vidal,R-INF-MGR,Influency Manager,0.35,FAR,0.25,0.5,0.0,1.0
1007,Nerea Vidal,R-STR-SR,Senior Strategy Consultant,0.225,FAR,0.25,0.0,0.0,1.0
1008,Sergio Martín,R-PERF-SPEC,Performance Media Specialist,0.5008,NEAR,0.4167,0.5,0.45,1.0
1008,Sergio Martín,R-SEO-SEM,SEO/SEM Manager,0.3383,FAR,0.4167,0.0,0.2,1.0
1008,Sergio Martín,R-STR-LEAD,Head of Strategy,0.225,FAR,0.25,0.0,0.0,1.0
1008,Sergio Martín,R-PM,Project Manager,0.3083,FAR,0.4167,0.0,0.0,1.0
1008,Sergio Martín,R-MTX-ARCH,Martech Architect,0.225,FAR,0.25,0.0,0.0,1.0
1008,Sergio Martín,R-CRM-ADMIN,CRM Admin (HubSpot),0.225,FAR,0.25,0.0,0.0,1.0
1008,Sergio Martín,R-DATA-ANL,Data Analyst,0.2964,FAR,0.3929,0.0,0.0,1.0
1008,Sergio Martín,R-CRT-LEAD,Creative Director,0.225,FAR,0.25,0.0,0.0,1.0
1008,Sergio Martín,R-DSN-SR,Senior Brand/UI Designer,0.3758,FAR,0.4167,0.0,0.45,1.0
1008,Sergio Martín,R-SMM,Social Media Strategist,0.3458,FAR,0.4167,0.0,0.25,1.0
1008,Sergio Martín,R-INF-MGR,Influency Manager,0.4333,NEAR,0.4167,0.5,0.0,1.0
1008,Sergio Martín,R-STR-SR,Senior Strategy Consultant,0.3758,FAR,0.4167,0.0,0.45,1.0
1009,Laura Torres,R-PERF-SPEC,Performance Media Specialist,0.3383,FAR,0.4167,0.0,0.2,1.0
1009,Laura Torres,R-SEO-SEM,SEO/SEM Manager,0.6483,READY_WITH_SUPPORT,0.4167,1.0,0.6,1.0
1009,Laura Torres,R-STR-LEAD,Head of Strategy,0.225,FAR,0.25,0.0,0.0,1.0
1009,Laura Torres,R-PM,Project Manager,0.3083,FAR,0.4167,0.0,0.0,1.0
1009,Laura Torres,R-MTX-ARCH,Martech Architect,0.225,FAR,0.25,0.0,0.0,1.0
1009,Laura Torres,R-CRM-ADMIN,CRM Admin (HubSpot),0.225,FAR,0.25,0.0,0.0,1.0
1009,Laura Torres,R-DATA-ANL,Data Analyst,0.2964,FAR,0.3929,0.0,0.0,1.0
1009,Laura Torres,R-CRT-LEAD,Creative Director,0.3083,FAR,0.4167,0.0,0.0,1.0
1009,Laura Torres,R-DSN-SR,Senior Brand/UI Designer,0.3683,FAR,0.4167,0.0,0.4,1.0
1009,Laura Torres,R-SMM,Social Media Strategist,0.3083,FAR,0.4167,0.0,0.0,1.0
1009,Laura Torres,R-INF-MGR,Influency Manager,0.4333,NEAR,0.4167,0.5,0.0,1.0
1009,Laura Torres,R-STR-SR,Senior Strategy Consultant,0.3683,FAR,0.4167,0.0,0.4,1.0
1010,Claudia Riera,R-SMM,Social Media Strategist,0.5583,NEAR,0.4167,1.0,0.0,1.0
1010,Claudia Riera,R-INF-MGR,Influency Manager,0.4333,NEAR,0.4167,0.5,0.0,1.0
1010,Claudia Riera,R-STR-LEAD,Head of Strategy,0.225,FAR,0.25,0.0,0.0,1.0
1010,Claudia Riera,R-PM,Project Manager,0.3083,FAR,0.4167,0.0,0.0,1.0
1010,Claudia Riera,R-MTX-ARCH,Martech Architect,0.225,FAR,0.25,0.0,0.0,1.0
1010,Claudia Riera,R-CRM-ADMIN,CRM Admin (HubSpot),0.2875,FAR,0.375,0.0,0.0,1.0
1010,Claudia Riera,R-DATA-ANL,Data Analyst,0.2964,FAR,0.3929,0.0,0.0,1.0
1010,Claudia Riera,R-CRT-LEAD,Creative Director,0.3083,FAR,0.4167,0.0,0.0,1.0
1010,Claudia Riera,R-DSN-SR,Senior Brand/UI Designer,0.3883,FAR,0.4167,0.0,0.5333,1.0
1010,Claudia Riera,R-PERF-SPEC,Performance Media Specialist,0.3383,FAR,0.4167,0.0,0.2,1.0
1010,Claudia Riera,R-SEO-SEM,SEO/SEM Manager,0.3383,FAR,0.4167,0.0,0.2,1.0
1010,Claudia Riera,R-STR-SR,Senior Strategy Consultant,0.3883,FAR,0.4167,0.0,0.5333,1.0
